Message,Reply
"Pretty decent
And u?","Yeah pretty good
Better than I thought for type checking hand in"
We still gonna jam padel?,"I can’t actually do this morning
Does it work to play in the evening?"
Should we rather just book padel for tomorrow morning,Yeah I can’t do today
Leaving now,"Same
See you now"
Guess we not playing padel then,"We agreed that you’d get josh to book 
Because he knows where the specials are"
U wanna hit shoulders at 12?,"Nah not gymming today sorry babes
Rest day"
U going to compsci?,"Nah
You?"
Yeah imma go,Was there a test?
Nah,"Sebastien’s going for ice cream for his birthday at 5:30
Asked me to message you
You wanna come?"
"Yeah I’m down
U mind lifting me there?",Yes bb
Josh is also gonna come,"Cool cool
I’ll come at like 17:20"
"Yeah
U?
?","Nah don’t think so
26968819
If he does the register please "
Awe,You going to comp sci?
Yeah,What time you walking?
In like 5 mins,"Awe
I’ll leave in 4 ish mins"
Awe,What venue you writing in
"Narga D
Wait is there set venues?","Yeah
Bottom of his email"
"Awe same
I’m already here and there’s a spot next to me I’ll save it for u",Awe I’m on my way now
"Sho bby hope studying is going well
Quick question, do u still have a x by some of ur plagiarism checks on SUNLearn for the project hand ins?","You?
Do you ?"
Yeah for the last two handins I have that red X by it and I know I submitted them bc I got the marks,"I went through my SUNLearn and no one has xs by the plagiarism for the last 2 hand ins
You sure you looking under the plagiarism column ?"
"Nah I’m talking about these xs
Or don’t those matter","Oh I also have there
Don’t think it matters
I assume it’s because they behind in everything"
"Ok awe but I see in the sheet it says I’ve signed it
How was ecos?",Have you written operations already?
??,"Oh shit sorry
Can I come get it from you in like an hour or two?
What times you gonna be home today?"
Yeah I come back from my hair cut at like 12 so come just after that,I’ll come in like 15-20 mins
I’m gonna leave soon so if u don’t come by then we can do it later this evening,Ok shit yeah sorry something came up so only gonna be able to come later
U home?,Yeah
Is it cool if we meet where the curbside coffee trailer is,"Yeah
When ?"
Now?,Awe I just need 1 minute and then I’ll leave
Yessir,what time ish you think youll be here?
"Just before 6
1 min away",Kk
"Sho baby how you
Quick question can I borrow ur fold up mattress this weekend?",You in your new apartment ?
What time u free today for me to come get the mattress and where u staying?,Can I get the mattress back from you on Wednesday?
I can give it to u today?,What time works for you?
Any time except 12 until 3,I can do around 5
U at de lapa?,Thank you for the present bb
"I was
U can ask Sebastian he saw me there
Why were u not there
I’m in my stats tut like a studious ahh fool",Silly billy
Just drove past you on banghoek just wanted to say hi,Hello bb
Are u gonna go to Ross’s thing next week?,"Yeah think so
You?"
"Don’t worry I won’t need a lift anymore
Hope u feel better",You there?
"Merry Xmas my bud, hope you guys have a great day",Thanks Miguel! Hope you have a Merry Christmas 
"Hey champ
Have you replaced the bulb in faiths car yet?",Haven’t got around to it yet. Where’s a good place to get the replacement?
"Midas I rate
Scotty's MIDAS Stellenbosch",Okay sick thanks Miguel
"Nic, are you alive? How was your head on Sunday?",Sunday was rough lol. I apologise for the love bombing… I have been known to do it with alcohol
"Hey Nic, do you maybe have Sebastians number - the one in our compsci class",Yess I do
Thank you!,Pleasure :)
"Hi Nicholas Mostert, thank you for your enquiry regarding the property in Newinbosch. https://www.property24.com/to-rent/newinbosch/stellenbosch/western-cape/33422/115392158
Good morning thank you for your enquiry into the above property.  Kindly confirm how many people will occupy the unit.  Regards Jean Hickson, Celsa Properties","Good morning Jean,"
"Hi Nicholas, thank you for the message.  I'm in the process of setting up viewings for this week - would you be able to attend perhaps Wednesday at 16h00?","I'm in Joburg at the moment so I can't make it to the viewing; however I have been to Newinbosch already and am happy with the area so I would be happy to begin the application process if that is possible? Do you have any photos of the apartment? Thanks
Thanks so much Jean! my email address is nicholas.mosb@gmail.com
Would it be possible to hire another parking spot?"
Application emailed,"Hi Jean, I’m collecting all the relevant information and will get back to you later today."
Hi kindly please attend to email sent earlier ,"Hi Jean, sorry I missed the call. Will sign and send now"
Hi see if you could perhaps give them a call and also email them.,Thank you!
 Let me follow up immediately.,Hi Jean
"Hi Nic, ja dis nog beskikbaar, vanaf Maart.",Okay awesome. My Afrikaans is'nt great so I'll keep sending messages in English but I do understand it so dont worry about typing back in English. 
"Ay baby
What do you think of bringing that brandy of your so we can have a taste tonight","Ah shit bro I don’t have it anymore
I have it to Dan"
Brooo hahaha,We on our way
"I don’t even know 
But I love it
Probably grade 5","Happy birthday sexy
Hope you get that Porsche 911"
"What up my boy
Why do you ask?",Thanks broski 
"Of course
When are you going to Moore?",Been lekker so far
When you flying back?,When you coming back?
What’s uppp,How’s this semester lectures looking?
You can bring your girl as well ,"Sounds good
How you been"
"I am driving if you want a lift
To padel
We gonna leave here at 20 past to make sure that if there is traffic we will get there in time","Yes please
I’ve just finished paddle at the place up from Meriman
So I’ll get back just in time"
"Okay bet
So you meeting here?","Non no I need a lift
I’m back home
Was at a different paddle"
"Okay I will come and pick you up
We will leave here soon",Awe let me know
On our way,Kk
"Shot for coming
I want to come and jam with you more. I wasn’t feeling the best today so yea hade for that. And it annoys me because then Dylan thinks he is amazing. Like I am not a tennis player for how many years as well. But yea I want to get better because i know i can
Also I need to see you more
No cap I have missed you my boy",You free to play paddle at 2?
"Yes I am indeed
Who we playing with",Ok yeah is it chilled if you drive?
Yea all good. I will come pick you and your bro an then fetch Kian,Could you maybe leave just before 13:40 ?
I am here,"Sick
Coming now"
"What’s up baby
And you?",Yeah I’m in the same boat. So sick of working
"What’s up baby
Indeed I am",surely some paddle
"I was thinking the same thing
I know my sister and brother want to play as well
And Roxy","im down to play whenever
even today if you free"
"Okay well idk if today is gonna work because I have gym at 2 and then dinner with the kenches so idk I think it will be too tight to play then
Maybe tomorrow morning?","okay sick
tmrw morning sounds good"
"Bet I will look at times now and then book and send you
What time around you thinking?",im free any time
"MATCH IN THE PADEL BAR AND CAFE AT GLENDOWER
Padel tomorrow at 10",Sounds good 
I can come pick you up?,"My mom just got back so I can use her car
So no stress"
You sure?,"Yeah it’s not on the way for you
So happy to drive
Do you have balls
Forgot to bring mine"
Shot for coming,"Yeah that was sick
Must definitely do it again tmrw"
Bet what time?,Same time?
"Whatsss upp
I see you created a bday group
Can’t wait
Can I add Roxy or nah?
Never mind I am dumb
Haha
How’s the holiday been?",How’s uni been??
I wrote today and I got another exam on Wednesday next week and then the following week,"That’s crazy
How was the exam?"
When you get to Stellies?,"Probably around 29th
Moving into newinbosch
Got a nice place"
We gonna have some nice braai venues this year,When do you finish the course thing?
"Because I am going to cpt to see my sisters place and then staying the night
And then Thursday I am down to help again
And then Thursday we can do a dinner","But then don’t stress hey, rather just chill tmrw morning. I’ll let you know if I need any help on Thursday
Thanks bb
When’s Roxy back?"
You still need help?,"Nah no stress thanks
Almost done now
Might have to postpone the dinner until early next week. In Cape Town this weekend and finishing moving this evening
You all moved into your place?"
